Generiere Wunschliste mit 1000 Wuenschen...
Geschenk generiert: #0 | Dicker Pullover [0.34](Eleganz: 15)
Roter Wichtel SETISETI bearbeitet nun #836 
 --> Schoko-Nikolaus [5.83](Gesund: Nein)
----------------------------------------
Runde 209
----------------------------------------
Runde 210
Blauer Wichtel GEROSMU bearbeitet nun #837 
 --> Interessantes Brettspiel [3.97](Spannung: 7.2)
Gelber Wichtel MUSETITAZ bearbeitet nun #838 
 --> Schnelles Auto [13.53]
Blauer Wichtel XULVARBOR bearbeitet nun #839 
 --> Niedliche Puppe [2.35](Spannung: 3.0)
Blauer Wichtel NORBOR bearbeitet nun #840 
 --> Zipfelige Muetze [2.31](Eleganz: 16)
Blauer Wichtel FRITAZ bearbeitet nun #841 
 --> Spannendes Buch [0.05]
Roter Wichtel SETIXUL bearbeitet nun #842 
 --> Interessantes Brettspiel [6.27](Spannung: 14.4)
----------------------------------------
Runde 211
Blauer Wichtel HATIHATI bearbeitet nun #843 
 --> Schoko-Nikolaus [2.11](Gesund: Ja)
Roter Wichtel SETITAZARI bearbeitet nun #844 
 --> Niedliche Puppe [3.73](Spannung: 4.5)
Gelber Wichtel ZOTOIOTIWEL bearbeitet nun #845 
 --> Niedliche Puppe [5.95](Spannung: 7.5)
----------------------------------------
Runde 212
Roter Wichtel IOTIDURZOTO bearbeitet nun #846 
 --> Interessantes Brettspiel [8.88](Spannung: 19.2)
Roter Wichtel UMAUMAIOTI bearbeitet nun #847 
 --> Aromatischer Tee [0.43](Gesund: Ja)
Roter Wichtel SETISETI bearbeitet nun #848 
 --> Schoko-Nikolaus [14.99](Gesund: Ja)
Blauer Wichtel ZOTOXULJOLA bearbeitet nun #849 
 --> Aromatischer Tee [2.88](Gesund: Ja)
Roter Wichtel ARIHATIXUL bearbeitet nun #850 
 --> Robuster Nussknacker [18.49]
----------------------------------------
Runde 213
Blauer Wichtel HATIHATI bearbeitet nun #851 
 --> Warme Socken [2.9](Eleganz: 12)
Blauer Wichtel LEEORL bearbeitet nun #852 
 --> Spannendes Buch [4.35]
Roter Wichtel ARIBOR bearbeitet nun #853 
 --> Schoko-Nikolaus [1.26](Gesund: Nein)
Roter Wichtel UMAUMAIOTI bearbeitet nun #854 
 --> Spannendes Buch [20.9]
Gelber Wichtel FRIJOLA bearbeitet nun #855 
 --> Schnelles Auto [0.19]
----------------------------------------
Runde 214
Roter Wichtel VARJOLA bearbeitet nun #856 
 --> Robuster Nussknacker [4.62]
Gelber Wichtel CARUMANOR bearbeitet nun #857 
 --> Dicker Pullover [2.98](Eleganz: 15)
Blauer Wichtel FRITAZ bearbeitet nun #858 
 --> Aromatischer Tee [11.55](Gesund: Nein)
Roter Wichtel ARIBOR bearbeitet nun #859 
 --> Niedliche Puppe [5.19](Spannung: 7.5)
Blauer Wichtel VARUMA bearbeitet nun #860 
 --> Warme Socken [2.88](Eleganz: 12)
Blauer Wichtel ZOTOXULJOLA bearbeitet nun #861 
 --> Schoko-Nikolaus [1.81](Gesund: Nein)
Roter Wichtel MUWEL bearbeitet nun #862 
 --> Warme Socken [1.55](Eleganz: 12)
----------------------------------------
Runde 215
Roter Wichtel SETITAZARI bearbeitet nun #863 
 --> Niedliche Puppe [9.82](Spannung: 13.5)
Gelber Wichtel UMAHATI bearbeitet nun #864 
 --> Schnelles Auto [7.7]
Blauer Wichtel TAZKOLE bearbeitet nun #865 
 --> Rote Unterbuxe [4.52](Eleganz: 14)
Blauer Wichtel ARIXUL bearbeitet nun #866 
 --> Schoko-Nikolaus [10.14](Gesund: Ja)
Gelber Wichtel FRIJOLA bearbeitet nun #867 
 --> Thermo-Ski-Unterwaesche [1.3](Eleganz: 23)
Blauer Wichtel ZOTOXULJOLA bearbeitet nun #868 
 --> Dicker Pullover [3.73](Eleganz: 15)
Roter Wichtel MUWEL bearbeitet nun #869 
 --> Aromatischer Tee [5.43](Gesund: Nein)
----------------------------------------
Runde 216
Blauer Wichtel XULVARBOR bearbeitet nun #870 
 --> Kuscheliger Schal [1.74](Eleganz: 17)
Blauer Wichtel NORBOR bearbeitet nun #871 
 --> Warme Socken [0.67](Eleganz: 12)
Gelber Wichtel EORLKOROMI bearbeitet nun #872 
 --> Schoko-Nikolaus [11.04](Gesund: Nein)
----------------------------------------
Runde 217
Blauer Wichtel GEROSMU bearbeitet nun #873 
 --> Thermo-Ski-Unterwaesche [4.81](Eleganz: 23)
Roter Wichtel VARJOLA bearbeitet nun #874 
 --> Warme Socken [3.29](Eleganz: 12)
Roter Wichtel YIFIIOTIBOR bearbeitet nun #875 
 --> Stacheliger Kaktus [22.84]
Roter Wichtel SETIXUL bearbeitet nun #876 
 --> Spannendes Buch [11.26]
----------------------------------------
Runde 218
Gelber Wichtel ZOTOIOTIWEL bearbeitet nun #877 
 --> Interessantes Brettspiel [9.44](Spannung: 21.6)
----------------------------------------
Runde 219
Blauer Wichtel HATIHATI bearbeitet nun #878 
 --> Niedliche Puppe [1.89](Spannung: 1.5)
Roter Wichtel VARJOLA bearbeitet nun #879 
 --> Stacheliger Kaktus [15.16]
Gelber Wichtel CARUMANOR bearbeitet nun #880 
 --> Zipfelige Muetze [4.42](Eleganz: 16)
Gelber Wichtel FRIJOLA bearbeitet nun #881 
 --> Bequeme Hose [2.28](Eleganz: 12)
Roter Wichtel MUWEL bearbeitet nun #882 
 --> Kuscheliger Schal [4.97](Eleganz: 17)
----------------------------------------
Runde 220
Blauer Wichtel NORBOR bearbeitet nun #883 
 --> Rote Unterbuxe [4.3](Eleganz: 14)
Blauer Wichtel FRITAZ bearbeitet nun #884 
 --> Spannendes Buch [18.17]
Roter Wichtel ARIBOR bearbeitet nun #885 
 --> Aromatischer Tee [11.58](Gesund: Nein)
Blauer Wichtel VARUMA bearbeitet nun #886 
 --> Aromatischer Tee [6.24](Gesund: Ja)
----------------------------------------
Runde 221
Roter Wichtel IOTIDURZOTO bearbeitet nun #887 
 --> Kuscheliger Schal [0.07](Eleganz: 17)
Blauer Wichtel XULVARBOR bearbeitet nun #888 
 --> Aromatischer Tee [1.74](Gesund: Nein)
Blauer Wichtel LEEORL bearbeitet nun #889 
 --> Dicker Pullover [3.01](Eleganz: 15)
Blauer Wichtel ARIXUL bearbeitet nun #890 
 --> Interessantes Brettspiel [5.77](Spannung: 12.0)
----------------------------------------
Runde 222
Roter Wichtel IOTIDURZOTO bearbeitet nun #891 
 --> Schoko-Nikolaus [11.37](Gesund: Nein)
Blauer Wichtel XULVARBOR bearbeitet nun #892 
 --> Niedliche Puppe [8.08](Spannung: 12.0)
Blauer Wichtel ZOTOXULJOLA bearbeitet nun #893 
 --> Zipfelige Muetze [0.45](Eleganz: 16)
Roter Wichtel MUWEL bearbeitet nun #894 
 --> Thermo-Ski-Unterwaesche [4.42](Eleganz: 23)
----------------------------------------
Runde 223
Blauer Wichtel TAZKOLE bearbeitet nun #895 
 --> Aromatischer Tee [3.32](Gesund: Nein)
----------------------------------------
Runde 224
Blauer Wichtel HATIHATI bearbeitet nun #896 
 --> Lange Struempfe [0.24](Eleganz: 15)
Blauer Wichtel XULLE bearbeitet nun #897 
 --> Niedliche Puppe [4.01](Spannung: 6.0)
Gelber Wichtel UMAHATI bearbeitet nun #898 
 --> Interessantes Brettspiel [0.1](Spannung: 0.0)
Blauer Wichtel VARUMA bearbeitet nun #899 
 --> Thermo-Ski-Unterwaesche [4.72](Eleganz: 23)
Gelber Wichtel FRIJOLA bearbeitet nun #900 
 --> Schoko-Nikolaus [14.65](Gesund: Ja)
Gelber Wichtel LEROMI bearbeitet nun #901 
 --> Lange Struempfe [1.36](Eleganz: 15)
----------------------------------------
Runde 225
Blauer Wichtel GEROSMU bearbeitet nun #902 
 --> Bequeme Hose [2.97](Eleganz: 12)
Roter Wichtel SETITAZARI bearbeitet nun #903 
 --> Kuscheliger Schal [4.06](Eleganz: 17)
Blauer Wichtel TAZKOLE bearbeitet nun #904 
 --> Knusprige Kekse [10.3](Gesund: Ja)
Gelber Wichtel MUSETITAZ bearbeitet nun #905 
 --> Lange Struempfe [1.0](Eleganz: 15)
Roter Wichtel SETISETI bearbeitet nun #906 
 --> Bequeme Hose [3.54](Eleganz: 12)
Roter Wichtel MUWEL bearbeitet nun #907 
 --> Stacheliger Kaktus [6.3]
----------------------------------------
Runde 226
Gelber Wichtel UMAHATI bearbeitet nun #908 
 --> Schoko-Nikolaus [1.76](Gesund: Nein)
Gelber Wichtel CARUMANOR bearbeitet nun #909 
 --> Zipfelige Muetze [4.33](Eleganz: 16)
Blauer Wichtel ZOTOXULJOLA bearbeitet nun #910 
 --> Niedliche Puppe [2.78](Spannung: 3.0)
Gelber Wichtel SETILEFRI bearbeitet nun #911 
 --> Niedliche Puppe [3.35](Spannung: 4.5)
----------------------------------------
Runde 227
Roter Wichtel SETISETI bearbeitet nun #912 
 --> Kuscheliger Schal [1.77](Eleganz: 17)
Roter Wichtel SETIXUL bearbeitet nun #913 
 --> Niedliche Puppe [0.01](Spannung: 0.0)
----------------------------------------
Runde 228
Blauer Wichtel HATIHATI bearbeitet nun #914 
 --> Stacheliger Kaktus [12.83]
Roter Wichtel SETITAZARI bearbeitet nun #915 
 --> Niedliche Puppe [7.42](Spannung: 10.5)
Blauer Wichtel NORBOR bearbeitet nun #916 
 --> Interessantes Brettspiel [3.5](Spannung: 7.2)
Blauer Wichtel LEEORL bearbeitet nun #917 
 --> Stacheliger Kaktus [16.21]
Roter Wichtel SETISETI bearbeitet nun #918 
 --> Robuster Nussknacker [9.53]
Gelber Wichtel LEROMI bearbeitet nun #919 
 --> Aromatischer Tee [8.2](Gesund: Ja)
Roter Wichtel SETIXUL bearbeitet nun #920 
 --> Zipfelige Muetze [3.96](Eleganz: 16)
----------------------------------------
Runde 229
Gelber Wichtel ZOTOIOTIWEL bearbeitet nun #921 
 --> Aromatischer Tee [2.98](Gesund: Ja)
Gelber Wichtel UMAHATI bearbeitet nun #922 
 --> Thermo-Ski-Unterwaesche [4.44](Eleganz: 23)
Gelber Wichtel MUSETITAZ bearbeitet nun #923 
 --> Kuscheliger Schal [4.41](Eleganz: 17)
Gelber Wichtel EORLKOROMI bearbeitet nun #924 
 --> Robuster Nussknacker [20.9]
Roter Wichtel ARIHATIXUL bearbeitet nun #925 
 --> Spannendes Buch [16.91]
----------------------------------------
Runde 230
Blauer Wichtel ARIXUL bearbeitet nun #926 
 --> Niedliche Puppe [8.83](Spannung: 12.0)
Roter Wichtel ARIBOR bearbeitet nun #927 
 --> Kuscheliger Schal [2.1](Eleganz: 17)
Roter Wichtel SETIXUL bearbeitet nun #928 
 --> Rote Unterbuxe [3.23](Eleganz: 14)
Roter Wichtel MUWEL bearbeitet nun #929 
 --> Aromatischer Tee [6.21](Gesund: Ja)
----------------------------------------
Runde 231
Blauer Wichtel GEROSMU bearbeitet nun #930 
 --> Stacheliger Kaktus [5.62]
Blauer Wichtel TAZKOLE bearbeitet nun #931 
 --> Interessantes Brettspiel [5.52](Spannung: 12.0)
Roter Wichtel IOTIDURZOTO bearbeitet nun #932 
 --> Interessantes Brettspiel [9.02](Spannung: 21.6)
Roter Wichtel ARIBOR bearbeitet nun #933 
 --> Aromatischer Tee [2.21](Gesund: Ja)
Roter Wichtel UMAUMAIOTI bearbeitet nun #934 
 --> Lange Struempfe [1.13](Eleganz: 15)
Gelber Wichtel SETILEFRI bearbeitet nun #935 
 --> Schoko-Nikolaus [6.84](Gesund: Ja)
----------------------------------------
Runde 232
Blauer Wichtel XULLE bearbeitet nun #936 
 --> Niedliche Puppe [6.16](Spannung: 9.0)
Roter Wichtel ARIBOR bearbeitet nun #937 
 --> Lange Struempfe [4.13](Eleganz: 15)
Blauer Wichtel VARUMA bearbeitet nun #938 
 --> Lange Struempfe [4.63](Eleganz: 15)
Roter Wichtel UMAUMAIOTI bearbeitet nun #939 
 --> Dicker Pullover [4.52](Eleganz: 15)
Blauer Wichtel ZOTOXULJOLA bearbeitet nun #940 
 --> Robuster Nussknacker [1.81]
Roter Wichtel SETIXUL bearbeitet nun #941 
 --> Warme Socken [1.47](Eleganz: 12)
----------------------------------------
Runde 233
Roter Wichtel VARJOLA bearbeitet nun #942 
 --> Interessantes Brettspiel [1.25](Spannung: 2.4)
Gelber Wichtel ZOTOIOTIWEL bearbeitet nun #943 
 --> Robuster Nussknacker [4.75]
Gelber Wichtel CARUMANOR bearbeitet nun #944 
 --> Niedliche Puppe [9.68](Spannung: 13.5)
Gelber Wichtel EORLNOR bearbeitet nun #945 
 --> Knusprige Kekse [9.36](Gesund: Nein)
Roter Wichtel SETIXUL bearbeitet nun #946 
 --> Warme Socken [0.12](Eleganz: 12)
----------------------------------------
Runde 234
Blauer Wichtel XULVARBOR bearbeitet nun #947 
 --> Spannendes Buch [15.73]
Roter Wichtel SETIXUL bearbeitet nun #948 
 --> Rote Unterbuxe [4.61](Eleganz: 14)
----------------------------------------
Runde 235
Roter Wichtel VARJOLA bearbeitet nun #949 
 --> Interessantes Brettspiel [7.84](Spannung: 16.8)
Blauer Wichtel NORBOR bearbeitet nun #950 
 --> Schoko-Nikolaus [9.79](Gesund: Nein)
Roter Wichtel ARIBOR bearbeitet nun #951 
 --> Dicker Pullover [3.46](Eleganz: 15)
Roter Wichtel UMAUMAIOTI bearbeitet nun #952 
 --> Niedliche Puppe [2.7](Spannung: 3.0)
Roter Wichtel MUWEL bearbeitet nun #953 
 --> Niedliche Puppe [2.15](Spannung: 3.0)
----------------------------------------
Runde 236
Roter Wichtel SETITAZARI bearbeitet nun #954 
 --> Niedliche Puppe [6.73](Spannung: 9.0)
Gelber Wichtel UMAHATI bearbeitet nun #955 
 --> Aromatischer Tee [4.0](Gesund: Ja)
Gelber Wichtel MUSETITAZ bearbeitet nun #956 
 --> Schnelles Auto [21.82]
Roter Wichtel SETISETI bearbeitet nun #957 
 --> Schoko-Nikolaus [12.27](Gesund: Ja)
Roter Wichtel SETIXUL bearbeitet nun #958 
 --> Thermo-Ski-Unterwaesche [4.08](Eleganz: 23)
----------------------------------------
Runde 237
Roter Wichtel ARIBOR bearbeitet nun #959 
 --> Interessantes Brettspiel [3.2](Spannung: 7.2)
Blauer Wichtel ZOTOXULJOLA bearbeitet nun #960 
 --> Robuster Nussknacker [11.21]
----------------------------------------
Runde 238
Roter Wichtel YIFIIOTIBOR bearbeitet nun #961 
 --> Warme Socken [4.54](Eleganz: 12)
Roter Wichtel UMAUMAIOTI bearbeitet nun #962 
 --> Stacheliger Kaktus [2.46]
Gelber Wichtel LEROMI bearbeitet nun #963 
 --> Schnelles Auto [10.21]
Roter Wichtel MUWEL bearbeitet nun #964 
 --> Aromatischer Tee [12.32](Gesund: Ja)
----------------------------------------
Runde 239
Gelber Wichtel ZOTOIOTIWEL bearbeitet nun #965 
 --> Knusprige Kekse [14.28](Gesund: Ja)
Roter Wichtel UMAUMAIOTI bearbeitet nun #966 
 --> Interessantes Brettspiel [1.49](Spannung: 2.4)
Roter Wichtel SETIXUL bearbeitet nun #967 
 --> Rote Unterbuxe [1.93](Eleganz: 14)
Gelber Wichtel SETILEFRI bearbeitet nun #968 
 --> Knusprige Kekse [6.79](Gesund: Ja)
----------------------------------------
Runde 240
Blauer Wichtel GEROSMU bearbeitet nun #969 
 --> Aromatischer Tee [3.21](Gesund: Nein)
Blauer Wichtel TAZKOLE bearbeitet nun #970 
 --> Kuscheliger Schal [0.31](Eleganz: 17)
Blauer Wichtel NORBOR bearbeitet nun #971 
 --> Spannendes Buch [9.5]
Blauer Wichtel VARUMA bearbeitet nun #972 
 --> Robuster Nussknacker [15.91]
Gelber Wichtel FRIJOLA bearbeitet nun #973 
 --> Schoko-Nikolaus [14.96](Gesund: Ja)
Roter Wichtel SETIXUL bearbeitet nun #974 
 --> Knusprige Kekse [1.83](Gesund: Nein)
----------------------------------------
Runde 241
Roter Wichtel IOTIDURZOTO bearbeitet nun #975 
 --> Thermo-Ski-Unterwaesche [2.86](Eleganz: 23)
Roter Wichtel YIFIIOTIBOR bearbeitet nun #976 
 --> Robuster Nussknacker [12.39]
Roter Wichtel ARIBOR bearbeitet nun #977 
 --> Aromatischer Tee [12.37](Gesund: Ja)
Roter Wichtel UMAUMAIOTI bearbeitet nun #978 
 --> Robuster Nussknacker [4.71]
Roter Wichtel SETIXUL bearbeitet nun #979 
 --> Interessantes Brettspiel [3.79](Spannung: 7.2)
----------------------------------------
Runde 242
Blauer Wichtel GEROSMU bearbeitet nun #980 
 --> Interessantes Brettspiel [4.32](Spannung: 9.6)
Blauer Wichtel XULLE bearbeitet nun #981 
 --> Thermo-Ski-Unterwaesche [4.58](Eleganz: 23)
Gelber Wichtel UMAHATI bearbeitet nun #982 
 --> Knusprige Kekse [9.47](Gesund: Nein)
Roter Wichtel IOTIDURZOTO bearbeitet nun #983 
 --> Rote Unterbuxe [0.13](Eleganz: 14)
Blauer Wichtel ARIXUL bearbeitet nun #984 
 --> Niedliche Puppe [0.38](Spannung: 0.0)
Blauer Wichtel FRITAZ bearbeitet nun #985 
 --> Interessantes Brettspiel [2.61](Spannung: 4.8)
----------------------------------------
Runde 243
Roter Wichtel VARJOLA bearbeitet nun #986 
 --> Schnelles Auto [10.71]
Roter Wichtel SETITAZARI bearbeitet nun #987 
 --> Interessantes Brettspiel [0.77](Spannung: 0.0)
Roter Wichtel IOTIDURZOTO bearbeitet nun #988 
 --> Knusprige Kekse [7.32](Gesund: Nein)
----------------------------------------
Runde 244
Blauer Wichtel HATIHATI bearbeitet nun #989 
 --> Niedliche Puppe [1.81](Spannung: 1.5)
Roter Wichtel SETITAZARI bearbeitet nun #990 
 --> Schnelles Auto [20.14]
Blauer Wichtel TAZKOLE bearbeitet nun #991 
 --> Warme Socken [4.06](Eleganz: 12)
Gelber Wichtel CARUMANOR bearbeitet nun #992 
 --> Stacheliger Kaktus [2.51]
Gelber Wichtel EORLNOR bearbeitet nun #993 
 --> Interessantes Brettspiel [5.02](Spannung: 12.0)
Roter Wichtel UMAUMAIOTI bearbeitet nun #994 
 --> Stacheliger Kaktus [0.63]
Roter Wichtel ARIHATIXUL bearbeitet nun #995 
 --> Dicker Pullover [1.4](Eleganz: 15)
----------------------------------------
Runde 245
Roter Wichtel UMAUMAIOTI bearbeitet nun #996 
 --> Stacheliger Kaktus [10.31]
Roter Wichtel SETIXUL bearbeitet nun #997 
 --> Niedliche Puppe [4.07](Spannung: 6.0)
Roter Wichtel ARIHATIXUL bearbeitet nun #998 
 --> Bequeme Hose [0.41](Eleganz: 12)
----------------------------------------
Runde 246
Blauer Wichtel ARIXUL bearbeitet nun #999 
 --> Stacheliger Kaktus [0.53]
----------------------------------------
Runde 247
----------------------------------------
Runde 248
----------------------------------------
Runde 249
----------------------------------------
Runde 250
----------------------------------------
Runde 251
----------------------------------------
Runde 252
----------------------------------------
Runde 253
----------------------------------------
Runde 254
----------------------------------------
Runde 255
----------------------------------------
Runde 256
----------------------------------------
Runde 257
----------------------------------------
Runde 258
----------------------------------------
Runde 259
----------------------------------------
Runde 260
----------------------------------------
Runde 261
----------------------------------------
Runde 262
----------------------------------------
Leistungsindex: 
1. Platz: Roter Wichtel ARIBOR mit einer Effizienz von 0.18592964824120603 GpR.
2. Platz: Roter Wichtel MUWEL mit einer Effizienz von 0.17412935323383086 GpR.
3. Platz: Roter Wichtel SETIXUL mit einer Effizienz von 0.17098445595854922 GpR.
----------------------------------------
4. Platz: Roter Wichtel SETISETI mit einer Effizienz von 0.17098445595854922 GpR.
5. Platz: Roter Wichtel IOTIDURZOTO mit einer Effizienz von 0.15346534653465346 GpR.
6. Platz: Roter Wichtel UMAUMAIOTI mit einer Effizienz von 0.14903846153846154 GpR.
7. Platz: Gelber Wichtel UMAHATI mit einer Effizienz von 0.14545454545454545 GpR.
8. Platz: Roter Wichtel YIFIIOTIBOR mit einer Effizienz von 0.14150943396226415 GpR.
9. Platz: Roter Wichtel VARJOLA mit einer Effizienz von 0.14084507042253522 GpR.
10. Platz: Roter Wichtel ARIHATIXUL mit einer Effizienz von 0.13875598086124402 GpR.
11. Platz: Blauer Wichtel ZOTOXULJOLA mit einer Effizienz von 0.13761467889908258 GpR.
12. Platz: Gelber Wichtel LEROMI mit einer Effizienz von 0.136986301369863 GpR.
13. Platz: Blauer Wichtel GEROSMU mit einer Effizienz von 0.13302752293577982 GpR.
14. Platz: Blauer Wichtel XULVARBOR mit einer Effizienz von 0.13063063063063063 GpR.
15. Platz: Gelber Wichtel FRIJOLA mit einer Effizienz von 0.12831858407079647 GpR.
16. Platz: Blauer Wichtel FRITAZ mit einer Effizienz von 0.1278538812785388 GpR.
17. Platz: Blauer Wichtel LEEORL mit einer Effizienz von 0.1278538812785388 GpR.
18. Platz: Blauer Wichtel HATIHATI mit einer Effizienz von 0.1278538812785388 GpR.
19. Platz: Blauer Wichtel VARUMA mit einer Effizienz von 0.12719298245614036 GpR.
20. Platz: Blauer Wichtel TAZKOLE mit einer Effizienz von 0.12669683257918551 GpR.
21. Platz: Gelber Wichtel CARUMANOR mit einer Effizienz von 0.12272727272727273 GpR.
22. Platz: Gelber Wichtel SETILEFRI mit einer Effizienz von 0.11818181818181818 GpR.
23. Platz: Blauer Wichtel ARIXUL mit einer Effizienz von 0.11659192825112108 GpR.
24. Platz: Gelber Wichtel EORLNOR mit einer Effizienz von 0.11607142857142858 GpR.
25. Platz: Roter Wichtel SETITAZARI mit einer Effizienz von 0.11403508771929824 GpR.
26. Platz: Gelber Wichtel EORLKOROMI mit einer Effizienz von 0.1111111111111111 GpR.
27. Platz: Gelber Wichtel ZOTOIOTIWEL mit einer Effizienz von 0.1091703056768559 GpR.
28. Platz: Blauer Wichtel XULLE mit einer Effizienz von 0.10714285714285714 GpR.
29. Platz: Gelber Wichtel MUSETITAZ mit einer Effizienz von 0.10256410256410256 GpR.
30. Platz: Blauer Wichtel NORBOR mit einer Effizienz von 0.09130434782608696 GpR.
